#
# Noise strength: 0.0
# Non-Stationarity of MSO: no
# Period of stationarity of MSO: 600 time steps
# multiple superimposed oscillator with 4 sine waves for stationarity period of index 0: y(n) = 0.7497480986023013*sin(0.2*n + 1.5160267335064592) + 0.7822960215154574*sin(0.311*n + 4.805800743335617) + 0.8073806415761247*sin(0.42*n + 2.4280684518074143) + 0.01559810655463234*sin(0.51*n + 3.898170467943527)
# 
# input 0: time step
# input 1: index of period of stationarity
#
# LW_PARAMETER_SETS
(FREQ=0.2)
(FREQ=0.311)
(FREQ=0.42)
(FREQ=0.51)
#index_of_time_step	input_0,input_1	output_0	complexity_0	component_0_input_0,component_0_input_1	component_0_output_0	component_1_input_0,component_1_input_1	component_1_output_0	component_2_input_0,component_2_input_1	component_2_output_0	component_3_input_0,component_3_input_1	component_3_output_0
# LW_SAMPLES
0	0.0,0.0	0.48746382862135545	0.0	0.0,0.0	0.748623866859564	0.0,0.0	-0.7788854399182452	0.0,0.0	0.5284325174717003	0.0,0.0	-0.010707115791663571	
1	1.0,0.0	0.24137939894811225	0.0	1.0,0.0	0.7418551911587329	1.0,0.0	-0.7191913420420136	1.0,0.0	0.23359741218234312	1.0,0.0	-0.014881862350950107	
2	2.0,0.0	-0.0020952123764499658	0.0	2.0,0.0	0.7055110900458349	2.0,0.0	-0.5904952005801309	2.0,0.0	-0.1018420903731539	2.0,0.0	-0.015269011469000017	
3	3.0,0.0	-0.19545335532507963	0.05272628672461355	3.0,0.0	0.6410404881417981	3.0,0.0	-0.40514462908595833	3.0,0.0	-0.41957918493837004	3.0,0.0	-0.011770029442549387	
4	4.0,0.0	-0.2995688468355958	0.13935911981404603	4.0,0.0	0.5510136248957874	4.0,0.0	-0.18092288976695303	4.0,0.0	-0.6643841363318027	4.0,0.0	-0.0052754456326275095	
5	5.0,0.0	-0.2914657422044096	0.2014612475798159	5.0,0.0	0.4390195872492258	5.0,0.0	0.06065730257499193	5.0,0.0	-0.7937044290686578	5.0,0.0	0.002561797040030537	
6	6.0,0.0	-0.16937328255543196	0.2262079511594938	6.0,0.0	0.30952322406545857	6.0,0.0	0.2964177949408725	6.0,0.0	-0.7850613357871701	6.0,0.0	0.009747034225407097	
7	7.0,0.0	0.045920272765075654	0.20719045068932138	7.0,0.0	0.16768714669521795	7.0,0.0	0.5037387992172568	7.0,0.0	-0.639957217279487	7.0,0.0	0.014451544132087879	
8	8.0,0.0	0.3137586338476945	0.14574590143364122	8.0,0.0	0.019165911953630772	8.0,0.0	0.6627291235376217	8.0,0.0	-0.3836143789547107	8.0,0.0	0.015477977311152656	
9	9.0,0.0	0.579989423167395	0.05415237752502952	9.0,0.0	-0.13011940721601503	9.0,0.0	0.758134611397105	9.0,0.0	-0.06059087625715515	9.0,0.0	0.012565095243460203	
