#
# Noise strength: 0.0
# Non-Stationarity of MSO: no
# Period of stationarity of MSO: 600 time steps
# multiple superimposed oscillator with 4 sine waves for stationarity period of index 0: y(n) = 0.47975245596910443*sin(0.2*n + 3.984166836833874) + 0.2587062289174764*sin(0.311*n + 4.31857266550824) + 0.25792351402557034*sin(0.42*n + 5.084796478943168) + 0.32503799700771563*sin(0.51*n + 5.885821577778799)
# 
# input 0: time step
# input 1: index of period of stationarity
#
# LW_PARAMETER_SETS
(FREQ=0.2)
(FREQ=0.311)
(FREQ=0.42)
(FREQ=0.51)
#index_of_time_step	input_0,input_1	output_0	complexity_0	component_0_input_0,component_0_input_1	component_0_output_0	component_1_input_0,component_1_input_1	component_1_output_0	component_2_input_0,component_2_input_1	component_2_output_0	component_3_input_0,component_3_input_1	component_3_output_0
# LW_SAMPLES
0	0.0,0.0	-0.9630000859400457	0.0	0.0,0.0	-0.358067478146909	0.0,0.0	-0.23890263170800322	0.0,0.0	-0.24024390325355408	0.0,0.0	-0.1257860728315795	
1	1.0,0.0	-0.8167468379037671	0.0	1.0,0.0	-0.4143643417616328	1.0,0.0	-0.25781956209184553	1.0,0.0	-0.181096637256159	1.0,0.0	0.03653370320587009	
2	2.0,0.0	-0.6070575966928997	0.0	2.0,0.0	-0.45414180667261533	2.0,0.0	-0.25200027052648677	2.0,0.0	-0.09047076995914335	2.0,0.0	0.18955525046534571	
3	3.0,0.0	-0.38760333100596234	0.07320101765065878	3.0,0.0	-0.4758140708789049	3.0,0.0	-0.2220030827129712	3.0,0.0	0.01588091831369335	3.0,0.0	0.2943329042722205	
4	4.0,0.0	-0.20555142384017872	0.04716738299722373	4.0,0.0	-0.47851712959738135	4.0,0.0	-0.17070604673107423	4.0,0.0	0.11947215170761655	4.0,0.0	0.3241996007806603	
5	5.0,0.0	-0.09132360206580475	0.10522644391256342	5.0,0.0	-0.46214322040693406	5.0,0.0	-0.1030308017965677	5.0,0.0	0.20229648248538462	5.0,0.0	0.2715539376523124	
6	6.0,0.0	-0.05306347186429433	0.1437917769642732	6.0,0.0	-0.42734511939612746	6.0,0.0	-0.025470376854129416	6.0,0.0	0.24995720993535786	6.0,0.0	0.14979481445060466	
7	7.0,0.0	-0.07689522998496759	0.13805957989504722	7.0,0.0	-0.3755101170405052	7.0,0.0	0.05453377613548123	7.0,0.0	0.2541698454012095	7.0,0.0	-0.010088734481153128	
8	8.0,0.0	-0.13260141697725733	0.09396631719380016	8.0,0.0	-0.30870471130917637	8.0,0.0	0.1293057443394597	8.0,0.0	0.2142021396581094	8.0,0.0	-0.16740458966565006	
9	9.0,0.0	-0.18303338548230066	0.03714864735886289	9.0,0.0	-0.22959222291200065	9.0,0.0	0.19167161129442561	9.0,0.0	0.13700136402489485	9.0,0.0	-0.2821141378896205	
10	10.0,0.0	-0.19471468460354255	0.04402488787104786	10.0,0.0	-0.14132661710747998	10.0,0.0	0.23564775064349755	10.0,0.0	0.03598672093955466	10.0,0.0	-0.32502253907911477	
11	11.0,0.0	-0.14690419034178231	0.09824246276680357	11.0,0.0	-0.04742676506081333	11.0,0.0	0.257014918763028	11.0,0.0	-0.0712832102488694	11.0,0.0	-0.2852091337951276	
12	12.0,0.0	-0.036882505755665235	0.12170298370735896	12.0,0.0	0.0483638424450154	12.0,0.0	0.2537230655763577	12.0,0.0	-0.16616254275595393	12.0,0.0	-0.1728068710210844	
13	13.0,0.0	0.11973184932834567	0.10880386082225066	13.0,0.0	0.1422263361734922	13.0,0.0	0.2260880244143209	13.0,0.0	-0.2321591499203958	13.0,0.0	-0.01642336133907162	
14	14.0,0.0	0.29351863702051917	0.0637651031060564	14.0,0.0	0.2304187146998896	14.0,0.0	0.17676120972434392	14.0,0.0	-0.2578013616132871	14.0,0.0	0.14414007420957275	
15	15.0,0.0	0.44928653943099667	0.035191317889858575	15.0,0.0	0.30942502619950385	15.0,0.0	0.11047522994900769	15.0,0.0	-0.2386319942526972	15.0,0.0	0.2680182775351823	
16	16.0,0.0	0.5553851380509652	0.06768818907220492	16.0,0.0	0.3760955383516795	16.0,0.0	0.03358982247417763	16.0,0.0	-0.1779831079003292	16.0,0.0	0.3236828851254373	
17	17.0,0.0	0.5918238060294294	0.11932923443201332	17.0,0.0	0.42777230822787565	17.0,0.0	-0.04651832456786775	17.0,0.0	-0.08639682051970841	17.0,0.0	0.2969666428891299	
18	18.0,0.0	0.5551080985988179	0.14281430605058004	18.0,0.0	0.46239514608860643	18.0,0.0	-0.12216332074626444	18.0,0.0	0.0202071453109427	18.0,0.0	0.19466912794553332	
19	19.0,0.0	0.4586211046573421	0.13292566191993999	19.0,0.0	0.4785837486470474	19.0,0.0	-0.1860874878629993	19.0,0.0	0.1232986623171194	19.0,0.0	0.04282618155617463	
20	20.0,0.0	0.32857668333614987	0.09332871389058078	20.0,0.0	0.47569272740528296	20.0,0.0	-0.23215769011996687	20.0,0.0	0.2049581445231847	20.0,0.0	-0.11991649847235095	
21	21.0,0.0	0.19673582226114983	0.03535386713352423	21.0,0.0	0.453837338257077	21.0,0.0	-0.25595377126902735	21.0,0.0	0.25099136766498403	21.0,0.0	-0.25213911239188386	
22	22.0,0.0	0.09190343162791015	0.028804910195568134	22.0,0.0	0.4138888865991002	22.0,0.0	-0.2551926417724883	22.0,0.0	0.2533967393343295	22.0,0.0	-0.3201895525330313	
23	23.0,0.0	0.03250058211318896	0.07243801156027885	23.0,0.0	0.3574399911343263	23.0,0.0	-0.22994732738528348	23.0,0.0	0.21175615272977014	23.0,0.0	-0.306748234365624	
24	24.0,0.0	0.022172670267790073	0.0945044787878408	24.0,0.0	0.28674109119014624	24.0,0.0	-0.1826399627770731	24.0,0.0	0.13330766286694523	24.0,0.0	-0.2152361210122283	
25	25.0,0.0	0.04954462835079476	0.08677480759772588	25.0,0.0	0.20461072880405373	25.0,0.0	-0.11780940241369318	25.0,0.0	0.031687352515608065	25.0,0.0	-0.06894405055517386	
26	26.0,0.0	0.09210155481490366	0.052884838309507784	26.0,0.0	0.11432318234703566	26.0,0.0	-0.04167574502321604	26.0,0.0	-0.07544092060738614	26.0,0.0	0.09489503809847018	
27	27.0,0.0	0.12306078263580396	0.026782667024312812	27.0,0.0	0.019477931377506034	27.0,0.0	0.03845644711934999	27.0,0.0	-0.16945589302277525	27.0,0.0	0.23458229716172319	
28	28.0,0.0	0.11930523515869496	0.0463124739412179	28.0,0.0	-0.07614384324987873	28.0,0.0	0.11489897660170612	28.0,0.0	-0.2340156829722967	28.0,0.0	0.31456578477916425	
29	29.0,0.0	0.06817809743024456	0.0820863655493507	29.0,0.0	-0.16873000313268235	29.0,0.0	0.18031764674656417	29.0,0.0	-0.25789837094049606	29.0,0.0	0.3144888247568588	
30	30.0,0.0	-0.02873511020909167	0.09315766016222722	30.0,0.0	-0.25458943024890124	30.0,0.0	0.22843593326230224	30.0,0.0	-0.23695261748835958	30.0,0.0	0.2343710042658669	
