#
# Noise strength: 0.0
# Non-Stationarity of MSO: no
# Period of stationarity of MSO: 600 time steps
# multiple superimposed oscillator with 4 sine waves for stationarity period of index 0: y(n) = 0.7956145429522757*sin(0.2*n + 0.9737609700344536) + 0.5345020764176291*sin(0.311*n + 4.226478619132678) + 0.10686048321057062*sin(0.42*n + 0.06947562361604967) + 0.901207465984442*sin(0.51*n + 1.616968656541742)
# 
# input 0: time step
# input 1: index of period of stationarity
#
# LW_PARAMETER_SETS
(FREQ=0.2)
(FREQ=0.311)
(FREQ=0.42)
(FREQ=0.51)
#index_of_time_step	input_0,input_1	output_0	complexity_0	component_0_input_0,component_0_input_1	component_0_output_0	component_1_input_0,component_1_input_1	component_1_output_0	component_2_input_0,component_2_input_1	component_2_output_0	component_3_input_0,component_3_input_1	component_3_output_0
# LW_SAMPLES
0	0.0,0.0	1.093009640369374	0.0	0.0,0.0	0.6579779601079293	0.0,0.0	-0.47263354902504506	0.0,0.0	0.007418227554797464	0.0,0.0	0.9002470017316924	
1	1.0,0.0	1.0229993418597887	0.0	1.0,0.0	0.7337248262739937	1.0,0.0	-0.5263467195195931	1.0,0.0	0.05024186128720629	1.0,0.0	0.7653793738181818	
2	2.0,0.0	0.7707069176858179	0.0	2.0,0.0	0.7802203990190957	2.0,0.0	-0.5295601173412191	2.0,0.0	0.08433234820930889	2.0,0.0	0.4357142877986324	
3	3.0,0.0	0.4125647470816911	0.2881318720945414	3.0,0.0	0.7956110465831526	3.0,0.0	-0.48196543647511986	3.0,0.0	0.1037640076337666	3.0,0.0	-0.004844870660108265	
4	4.0,0.0	0.05214232579787276	0.10812999710984755	4.0,0.0	0.7792831924157824	4.0,0.0	-0.3881290976379897	4.0,0.0	0.10515918733643952	4.0,0.0	-0.44417095631635944	
5	5.0,0.0	-0.2073416316696497	0.10321871449598746	5.0,0.0	0.7318877765371148	5.0,0.0	-0.25705412792964494	5.0,0.0	0.08827537422449953	5.0,0.0	-0.7704506545016191	
6	6.0,0.0	-0.29059691988438774	0.2771671330690803	6.0,0.0	0.6553143046133486	6.0,0.0	-0.10131637503357278	6.0,0.0	0.05604734847620196	6.0,0.0	-0.9006421979403655	
7	7.0,0.0	-0.17077576652281357	0.3793051108290966	7.0,0.0	0.5526155193285203	7.0,0.0	0.06414206902954957	7.0,0.0	0.014077053830400293	7.0,0.0	-0.8016104087112836	
8	8.0,0.0	0.12243205894065773	0.37646311367820934	8.0,0.0	0.4278856971671781	8.0,0.0	0.2234464709287546	8.0,0.0	-0.030340144146762914	8.0,0.0	-0.49855996500851213	
9	9.0,0.0	0.5093058752118337	0.2670526629096018	9.0,0.0	0.2860974225311798	9.0,0.0	0.3613125403220253	9.0,0.0	-0.06948355396618115	9.0,0.0	-0.06862053367519026	
10	10.0,0.0	0.8796506033079439	0.11019507898277042	10.0,0.0	0.1329033464914885	10.0,0.0	0.4645128647348924	10.0,0.0	-0.096549185173464	10.0,0.0	0.3787835772550269	
11	11.0,0.0	1.1205075074781128	0.14601691210100703	11.0,0.0	-0.025589166572056288	11.0,0.0	0.5231459994934375	11.0,0.0	-0.10683243238992893	11.0,0.0	0.7297831069466605	
12	12.0,0.0	1.1450239105960112	0.3458283249782118	12.0,0.0	-0.1830615203156579	12.0,0.0	0.531586451236346	12.0,0.0	-0.09854583979034905	12.0,0.0	0.8950448194656723	
13	13.0,0.0	0.9151666140878248	0.47071420067835523	13.0,0.0	-0.33323578892830696	13.0,0.0	0.48902440985467915	13.0,0.0	-0.0731298004627837	13.0,0.0	0.8325077936242363	
14	14.0,0.0	0.4525046518540563	0.4871783653516669	14.0,0.0	-0.4701249982227266	14.0,0.0	0.3995434448560639	14.0,0.0	-0.03500218422927841	14.0,0.0	0.5580883894499974	
15	15.0,0.0	-0.1657041501722476	0.3883515055181176	15.0,0.0	-0.5882718074032277	15.0,0.0	0.27172871165879203	15.0,0.0	0.009209585849727687	15.0,0.0	0.14162935972246038	
16	16.0,0.0	-0.8241781895918915	0.19581207718587534	16.0,0.0	-0.6829660760216005	16.0,0.0	0.11784325804361852	16.0,0.0	0.05182052619776457	16.0,0.0	-0.310875897811674	
17	17.0,0.0	-1.3966170948705678	0.1263003715343075	17.0,0.0	-0.7504326424130745	17.0,0.0	-0.04734854084083084	17.0,0.0	0.08542391285495843	17.0,0.0	-0.684259824471621	
18	18.0,0.0	-1.7752927376030259	0.27979839668718587	18.0,0.0	-0.787981827478684	18.0,0.0	-0.20799753464987492	18.0,0.0	0.10417873393436536	18.0,0.0	-0.8834921094088324	
19	19.0,0.0	-1.8958480522237053	0.4518835906579969	19.0,0.0	-0.7941166637031684	19.0,0.0	-0.34869042760977914	19.0,0.0	0.10482498668745677	19.0,0.0	-0.8578659475982144	
20	20.0,0.0	-1.7511743058357305	0.5233493891204328	20.0,0.0	-0.7685925745258527	20.0,0.0	-0.45592859068442887	20.0,0.0	0.08725033809103798	20.0,0.0	-0.6139034787164868	
21	21.0,0.0	-1.391036478066617	0.4806931423897931	21.0,0.0	-0.7124271248363153	21.0,0.0	-0.5194231730910654	21.0,0.0	0.05450965081141627	21.0,0.0	-0.2136958309506524	
22	22.0,0.0	-0.9077479752703028	0.33861475640833927	22.0,0.0	-0.627859453873353	22.0,0.0	-0.5330822550768237	22.0,0.0	0.012293980501342094	22.0,0.0	0.2408997531785318	
23	23.0,0.0	-0.4117312900938018	0.13587885740738737	23.0,0.0	-0.5182610078095397	23.0,0.0	-0.495595330639441	23.0,0.0	-0.032058655555035	23.0,0.0	0.634183703910214	
24	24.0,0.0	-0.003338025939483402	0.10035160340236948	24.0,0.0	-0.3880011308315452	24.0,0.0	-0.41055904262305326	24.0,0.0	-0.0708387881585105	24.0,0.0	0.8660609356736255	
