#
# lemniscate: y(n) = (parameter "scale_coef" = 0.07715167498104596, X-coord of center = 0.0, Y-coord of center = 0.0, rotation angle of axes = 1.8264668669174786)
# Noise strength: 0.0
#
# LW_PARAMETER_SETS
(seq_type=lemniscate)
#index_of_time_step	input_0,input_1,input_2,input_3,input_4	output_0,output_1	complexity_0,complexity_1
# LW_SAMPLES
0	0.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.1264471044714319,0.48374696874584217	0.0,0.0	
1	1.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.13490833643666464,0.4812580058003806	0.0,0.0	
2	2.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.14323384949176163,0.47835466363455076	0.0,0.0	
3	3.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.15140461527100993,0.47504430806416864	2.904661859844393E-4,8.213926249205361E-4	
4	4.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.15940220450128026,0.4713355091076898	3.2792382482665916E-4,8.054567906490284E-4	
5	5.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.1672089174105803,0.4672379724585067	3.640528699482559E-4,7.871810788009914E-4	
6	6.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.17480790788279407,0.4627624570713919	3.98598758056562E-4,7.667164306359164E-4	
7	7.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.18213469921611336,0.457852720655722	4.7992157598075735E-4,8.121997664867764E-4	
8	8.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.18919771397701565,0.4525741488764157	5.35975711311476E-4,8.030563921915257E-4	
9	9.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.19599621871579948,0.4469615682762597	5.282865945354653E-4,7.028441844861288E-4	
10	10.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.20251781029838628,0.44102981707473393	5.414231783154866E-4,6.531794222194853E-4	
11	11.0,0.07715167498104596,0.0,0.0,1.8264668669174786	-0.20875144596117323,0.4347942524646778	5.648690759968711E-4,6.229840099001294E-4	
