#
# lemniscate: y(n) = (parameter "scale_coef" = 0.07715167498104596, X-coord of center = 0.0, Y-coord of center = 0.0, rotation angle of axes = 2.267124405544429)
# Noise strength: 0.0
#
# LW_PARAMETER_SETS
(seq_type=lemniscate)
#index_of_time_step	input_0,input_1,input_2,input_3,input_4	output_0,output_1	complexity_0,complexity_1
# LW_SAMPLES
0	0.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3207024551387469,0.38360127120224724	0.0,0.0	
1	1.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.32729376940308913,0.377741069910309	0.0,0.0	
2	2.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.333585582852036,0.37156396323435387	0.0,0.0	
3	3.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3395638266460483,0.36508472959440486	6.13070470329935E-4,6.190323480107507E-4	
4	4.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.34521548744140146,0.3583189810438022	6.401526535936841E-4,5.886418746475219E-4	
5	5.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.35052869611157617,0.3512830456641379	6.650351238375873E-4,5.567017397152818E-4	
6	6.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.35549280488946194,0.34399384006829864	6.875520174673966E-4,5.234570452366527E-4	
7	7.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.36002550717750936,0.3364279962368885	7.805063821272884E-4,5.299084517458308E-4	
8	8.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3641623101738248,0.32864106112018887	8.273057815703644E-4,4.977295208603572E-4	
9	9.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3679174052085587,0.320664847171414	7.776072533134948E-4,4.103701173647223E-4	
10	10.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.37128590301100983,0.31251806549754124	7.683051938642826E-4,3.5984655717313796E-4	
11	11.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3742643660865897,0.3042193163574622	7.766319591540616E-4,3.225351913042074E-4	
12	12.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3768374319634547,0.2957832796750698	7.954319255861209E-4,2.892550085196177E-4	
13	13.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3789048832351099,0.2872097295148718	9.110118039246662E-4,2.7480102011895324E-4	
14	14.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3805718681420331,0.2785522418544389	9.060809699418249E-4,2.2145097804049385E-4	
15	15.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.38184119020142654,0.2698284924174	7.981292122617445E-4,1.5019927684090106E-4	
16	16.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3827170513073723,0.26105521735261633	7.911238009774002E-4,1.1578740435075341E-4	
17	17.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.38317439866705433,0.25224736765442396	8.119746997114485E-4,8.410026115346358E-5	
18	18.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.38312334704190465,0.24342868180118601	9.269127310954639E-4,4.541078845429758E-5	
19	19.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.38269107186323414,0.234623322648016	8.89622538352508E-4,2.4162855113502024E-5	
20	20.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3818874851596459,0.22584401873131796	7.525350784385876E-4,3.938193653990618E-5	
21	21.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3807235163918079,0.21710163724505474	7.316935891674703E-4,6.29776669067994E-5	
22	22.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3790324809517704,0.2084455537164666	8.874487364492478E-4,1.2322038810988478E-4	
23	23.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.37699262614546114,0.19986878868543922	8.758860384712741E-4,1.6561645523585633E-4	
24	24.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.37462456790687954,0.19137646370699585	6.770227985440913E-4,1.6375855014477692E-4	
25	25.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3718868201386575,0.18299242410362135	6.978929619128049E-4,1.9272542765286227E-4	
26	26.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3686959498213421,0.17477191172054746	8.228120787338034E-4,2.718125953694861E-4	
27	27.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3652188281326761,0.16667105185117168	7.393739204439309E-4,2.8317973399871743E-4	
28	28.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.36147258474018473,0.1586865452311252	5.553730751759467E-4,2.3600576302740262E-4	
29	29.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.35724338697420777,0.15094695421030158	7.520760773109814E-4,3.612688485521709E-4	
30	30.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3527762878979859,0.14334704521652553	7.208556837305369E-4,3.845976262704387E-4	
31	31.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.3480785271286315,0.135882567561172	4.685630033773869E-4,2.7511336547009213E-4	
32	32.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.34294149598014956,0.1287138388196378	6.69932072260071E-4,4.3118025224184175E-4	
33	33.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.33762187681650346,0.12168403275607205	6.218583942917411E-4,4.3467159178776915E-4	
34	34.0,0.07715167498104596,0.0,0.0,2.267124405544429	-0.33204080861373003,0.11485475309937693	4.4403705429146845E-4,3.3944908483908576E-4	
