#
# lemniscate: y(n) = (parameter "scale_coef" = 0.07715167498104596, X-coord of center = 0.0, Y-coord of center = 0.0, rotation angle of axes = 1.086375901542924)
# Noise strength: 0.0
#
# LW_PARAMETER_SETS
(seq_type=lemniscate)
#index_of_time_step	input_0,input_1,input_2,input_3,input_4	output_0,output_1	complexity_0,complexity_1
# LW_SAMPLES
0	0.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.2328477729576824,0.4424725015508281	0.0,0.0	
1	1.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.22492149337849865,0.44634050813639287	0.0,0.0	
2	2.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.21681599088836898,0.4498110113772756	0.0,0.0	
3	3.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.20855028334524073,0.4528766183698901	3.394279639445108E-4,8.023995929501981E-4	
4	4.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.20014375829294487,0.4555312294037022	3.010225621661866E-4,8.158922070706232E-4	
5	5.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.19161603045457415,0.45777007530154945	2.6202029524247106E-4,8.267610947673143E-4	
6	6.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.18298679447972604,0.459589740289256	2.227109225522439E-4,8.349460461055669E-4	
7	7.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.17426573315584923,0.46090521446176447	1.9333348550609752E-4,9.233717253387397E-4	
8	8.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.1654907203546081,0.4617704588665819	1.457768263930237E-4,9.544205828890817E-4	
9	9.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.15668578311674017,0.4622106950687737	8.387591399111605E-5,8.75237970316689E-4	
10	10.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.1478700862347275,0.46222851560019607	4.06840807715414E-5,8.474238733950923E-4	
11	11.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.1390621399659957,0.4618278135791264	1.8510257425607968E-5,8.409382232614782E-4	
12	12.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.13028136295155499,0.46099996218181744	3.491986757195309E-5,8.456719287313064E-4	
13	13.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.12156565215541888,0.45965218533522256	9.223547259569476E-5,9.47074825525196E-4	
14	14.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.11292457871673224,0.45790210502344203	1.3970357575407433E-4,9.22228914471579E-4	
15	15.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.10437342476226089,0.4557590350811332	1.6455684166474804E-4,7.95293095713967E-4	
16	16.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.09592607170609804,0.45323322543197136	1.9372038252379875E-4,7.757293373812923E-4	
17	17.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.08760587347622174,0.45030718983257756	2.3095572459505553E-4,7.829656570849663E-4	
18	18.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.07946896287684216,0.446906820390262	3.104424567832581E-4,8.745597931537064E-4	
19	19.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.07148933166141175,0.44315892800758366	3.405670144458889E-4,8.21856783284558E-4	
20	20.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.06367498346026258,0.43907752003445355	3.225623982304193E-4,6.810385308145817E-4	
21	21.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.05603181350419712,0.434676837091255	3.3646125936494936E-4,6.527905605202E-4	
22	22.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.04866886769751199,0.42982148829212874	4.514023944640344E-4,7.739408259961333E-4	
23	23.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.04151191535636958,0.42467367912561027	4.8621761492305404E-4,7.47126223319905E-4	
24	24.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.03455785450914434,0.4192544244633992	4.088849594598848E-4,5.639058630848015E-4	
25	25.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.02784451384565683,0.4135344209625854	4.4361167765490095E-4,5.721943342953395E-4	
26	26.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.021454710002383134,0.4074575069376315	5.642570039515495E-4,6.576593627428684E-4	
27	27.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.015284413793925224,0.4011613374226849	5.430444550295968E-4,5.761660141327951E-4	
28	28.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.009324060501951534,0.3946605010029455	4.29450551300007E-4,4.239223947855031E-4	
29	29.0,0.07715167498104596,0.0,0.0,1.086375901542924	0.0037738624328975184,0.3878061093955432	6.200981394038933E-4,5.582220924556514E-4	
30	30.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.0015566871588595192,0.3807847967034407	6.29803700216652E-4,5.20476272363124E-4	
31	31.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.006674272435224165,0.3736016425318742	4.326127926893705E-4,3.287625641641978E-4	
32	32.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.011351297300525878,0.36612466458623855	6.535247264553247E-4,4.556652535331329E-4	
33	33.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.01583040792413738,0.3585316355885969	6.384746527531449E-4,4.09874826075185E-4	
34	34.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.02002464204335884,0.35077304144619476	4.8279074608025257E-4,2.8161619676647653E-4	
35	35.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.02384547567229355,0.34282726530501423	6.582769946767916E-4,3.527471435388896E-4	
36	36.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.027512019967725097,0.33480717563298434	5.276898237899126E-4,2.6149552962773104E-4	
37	37.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.030716719238167784,0.32659028537575324	6.161343584920216E-4,2.711141160505748E-4	
38	38.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.03375197256521053,0.31831328805673864	6.312909683888028E-4,2.5690764698471646E-4	
39	39.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.03644159301690132,0.30991368540308867	5.150788187518948E-4,1.827123964188715E-4	
40	40.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.03886717325924002,0.3014384816696625	6.096730847040439E-4,1.982064144115947E-4	
41	41.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.04103070035470479,0.2928882458003694	5.260933562260262E-4,1.506332156431256E-4	
42	42.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.042880641956535286,0.2842689505931523	5.756386405082053E-4,1.4409147379085274E-4	
43	43.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.044509019003578246,0.2756008613512247	5.351500484218064E-4,1.1785337263453544E-4	
44	44.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.045831403584371565,0.2668850913890458	5.275570210371769E-4,9.647475496182834E-5	
45	45.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.04691757039362984,0.25813251322168157	5.422102377846821E-4,8.448892543660991E-5	
46	46.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.04777694131520748,0.2493589412976558	4.630136592156803E-4,5.780196184690389E-5	
47	47.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.048315858974688916,0.24055570605885543	5.472491497768434E-4,5.065707143611653E-5	
48	48.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.048797053431009686,0.2317507427836916	3.7817646525686865E-4,3.13913511380548E-5	
49	49.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.0487857067580204,0.22293103450244056	5.502643324707193E-4,1.647304245067094E-5	
50	50.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.04877436008503117,0.21411132622118947	4.925411293101103E-4,1.4745006087252266E-5	
51	51.0,0.07715167498104596,0.0,0.0,1.086375901542924	-0.04843779179449082,0.20530221152221162	3.252216175511774E-4,1.0593582273288327E-5	
