#
# lemniscate: y(n) = (parameter "scale_coef" = 0.07715167498104596, X-coord of center = 0.0, Y-coord of center = 0.0, rotation angle of axes = 1.7753397214756608)
# Noise strength: 0.0
#
# LW_PARAMETER_SETS
(seq_type=lemniscate)
#index_of_time_step	input_0,input_1,input_2,input_3,input_4	output_0,output_1	complexity_0,complexity_1
# LW_SAMPLES
0	0.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.10156004712311344,0.4895769161514368	0.0,0.0	
1	1.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.11013742086830343,0.48752361574753034	0.0,0.0	
2	2.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.11860042984620041,0.48504954169800973	0.0,0.0	
3	3.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.1269296941265158,0.482161077751488	2.481094648745935E-4,8.351635426153137E-4	
4	4.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.1351063705480817,0.47886584090222756	2.8633255633109256E-4,8.211627997398163E-4	
5	5.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.14311228645909738,0.47517261961649654	3.233483692997169E-4,8.047573392092611E-4	
6	6.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.15093006792136965,0.4710912978716143	3.5889495929361526E-4,7.860848956218192E-4	
7	7.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.1584981967404814,0.46656241179547064	4.3778709190392395E-4,8.35664790412638E-4	
8	8.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.1658217429509039,0.46165169204722406	4.942352518497728E-4,8.293980033643455E-4	
9	9.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.17289819425525615,0.4563938821786908	4.916775147595087E-4,7.289237923895908E-4	
10	10.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.17971440542139358,0.45080316715952806	5.073350442850733E-4,6.799952709161672E-4	
11	11.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.18625856328797263,0.4448943197761676	5.322934377731958E-4,6.510375148272018E-4	
12	12.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.19251019410863332,0.4386730261007715	5.645803454767395E-4,6.305786562333382E-4	
13	13.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.19838106377455306,0.4320917643314841	6.732882006593166E-4,6.724143859269671E-4	
14	14.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.20393856100253346,0.42524741221960033	6.941335926802794E-4,6.23058436487689E-4	
15	15.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.20917681059568474,0.4181568745862083	6.326200727684583E-4,5.092758641045969E-4	
16	16.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.21409161368153865,0.4108368883385065	6.426941421265042E-4,4.7563413581802605E-4	
17	17.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.21865382657840773,0.4032888027271082	6.760366962821895E-4,4.5754797800628966E-4	
18	18.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.22277300690405238,0.39549109922598996	7.956227602092525E-4,4.777172534164431E-4	
19	19.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.22654984902876693,0.38752512940358974	7.853707721545422E-4,4.1788421100191764E-4	
20	20.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.22998707990922346,0.37940679381515974	6.819494451881236E-4,3.206320873117563E-4	
21	21.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.23308920228541866,0.37115083268958693	6.747197485193479E-4,2.899913031725876E-4	
22	22.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.23568596997113267,0.3627220616937779	8.404631947425134E-4,3.104354073790172E-4	
23	23.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.23793780215757615,0.3541984968390724	8.502901897517179E-4,2.676037291327038E-4	
24	24.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.23986045321868685,0.3455943875732612	6.741166246033159E-4,1.7533827000215663E-4	
25	25.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.24140609375373648,0.33691116361842915	7.061916513938504E-4,1.5965910012655238E-4	
26	26.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.2424750930727533,0.3281581231365087	8.536517420938694E-4,1.489312161092604E-4	
27	27.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.24323526433511738,0.3193753874856463	7.854692726855517E-4,9.951169603034105E-5	
28	28.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.24370326510980775,0.3105681370182053	6.009985443264643E-4,5.4209985520581316E-5	
29	29.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.24362989658963802,0.3017487266085687	8.335397825338098E-4,3.6674758774168925E-5	
30	30.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.24328086224975182,0.2929401077667728	8.170351145765642E-4,2.295151003622875E-5	
31	31.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.24266455092577066,0.28414195209269605	5.429428038114248E-4,2.1254735559805837E-5	
32	32.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.24152137389602024,0.2753970731873696	7.94142689864219E-4,6.373993646946463E-5	
33	33.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.24015164781246168,0.2666884354182581	7.534147595774088E-4,8.95179049652528E-5	
34	34.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.2384567680801022,0.25803310378936045	5.517027026090693E-4,8.95472764287919E-5	
35	35.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.23635465992787932,0.24947067017372812	7.323820686643001E-4,1.462041534791847E-4	
36	36.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.2340862111292551,0.24094896110419392	5.735690662647397E-4,1.3362255936344436E-4	
37	37.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.23133614821942836,0.23256895293562083	6.479547576038747E-4,1.824254470592368E-4	
38	38.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.22841707678553153,0.2242502709882144	6.506226352726019E-4,2.0302712212777463E-4	
39	39.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.22515326471659064,0.21605668119545612	5.137491591141463E-4,1.8641837581481746E-4	
40	40.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.22163757618960755,0.20797259485151193	5.966170930862547E-4,2.3459560346222874E-4	
41	41.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.2178719067274656,0.1999971878766142	5.018573932010773E-4,2.181828178605405E-4	
42	42.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.21382027537815418,0.19216783175949853	5.35942822328328E-4,2.5473022682853674E-4	
43	43.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.20956659699700272,0.18444166821326924	4.880089190094916E-4,2.492434286684442E-4	
44	44.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.20504640901879476,0.17687323061659163	4.685566288965548E-4,2.6091852043805264E-4	
45	45.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.20032048295859745,0.16942655311673283	4.722476790458563E-4,2.7948604637048624E-4	
46	46.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.1954061454582377,0.16210785312155163	3.9414952215177657E-4,2.497376014964081E-4	
47	47.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.19022559034152806,0.1549699800772835	4.5462905651233454E-4,3.0880445559067216E-4	
48	48.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.18499937980813835,0.14786746996870465	3.1187303302995795E-4,2.161898866023526E-4	
49	49.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.17938360027546538,0.14106670507394703	4.3522441596333117E-4,3.371081495105177E-4	
50	50.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.17376782074279246,0.13426594017918936	3.8956899928332955E-4,3.0174521382128616E-4	
51	51.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.16790773570232317,0.1276801081655093	2.4430550779641624E-4,2.149328810776563E-4	
52	52.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.1618778228032991,0.12124368576299875	4.1413336635115483E-4,3.6434249224713555E-4	
53	53.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.155847909904275,0.11480726336048823	1.6982785855482185E-4,1.4940961116954865E-4	
54	54.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.14950576915969488,0.10868229482927393	3.122278455560401E-4,3.114538712962328E-4	
55	55.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.14308433251715905,0.10263642563127973	3.9152374351172914E-4,3.9055320451632236E-4	
56	56.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.13666289587462324,0.09659055643328555	7.929589795574454E-5,7.909933322013118E-5	
57	57.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.130020107851014,0.09079514193470709	2.2135138107345909E-4,2.5045469941573084E-4	
58	58.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.1232308650671772,0.08516543809387525	3.67806141300997E-4,4.161653571623375E-4	
59	59.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.11644162228334042,0.0795357342530434	1.4645476022757953E-4,1.6571065774664828E-4	
60	60.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.10965237949950361,0.0739060304122116	2.7755575615628914E-17,5.551115123125783E-17	
61	61.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.10260731502665472,0.06860566863143536	2.5582168901210067E-4,3.293420600556096E-4	
62	62.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.09547308710305118,0.06342009490739751	3.4498513976674583E-4,4.441301167939643E-4	
63	63.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.08833885917944762,0.058234521183359686	8.916345075467291E-5,1.147880567384102E-4	
64	64.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.08120463125584403,0.053048947459321816	4.163336342344337E-17,5.551115123125783E-17	
65	65.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.07407040333224046,0.04786337373528399	5.551115123125783E-17,8.326672684688674E-17	
66	66.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.06681154263397633,0.04286018883358227	1.2463277466059908E-4,1.823888223361561E-4	
67	67.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.05938803789686788,0.03809794562985093	2.892768135048865E-4,4.2333052030648494E-4	
68	68.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.05196453315975946,0.0333357024261196	1.6464403884434292E-4,2.4094169797038434E-4	
69	69.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.04454102842265103,0.02857345922238827	4.163336342344337E-17,1.3877787807814457E-17	
70	70.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.03711752368554259,0.023811216018656933	2.0816681711721685E-17,6.938893903907228E-18	
71	71.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.029694018948434094,0.019048972814925562	5.898059818321144E-17,4.163336342344337E-17	
72	72.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.022270514211325605,0.014286729611194196	5.551115123125783E-17,3.9898639947466563E-17	
73	73.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.014847009474217113,0.00952448640746282	5.204170427930421E-18,1.3877787807814457E-17	
74	74.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-0.007423504737108622,0.004762243203731453	1.734723475976807E-18,1.5612511283791264E-17	
75	75.0,0.07715167498104596,0.0,0.0,1.7753397214756608	-1.316488449760573E-16,8.641309174077164E-17	1.734723475976807E-18,8.673617379884035E-18	
76	76.0,0.07715167498104596,0.0,0.0,1.7753397214756608	0.007423504737108396,-0.004762243203731267	3.9898639947466563E-17,1.3877787807814457E-17	
77	77.0,0.07715167498104596,0.0,0.0,1.7753397214756608	0.014847009474216905,-0.009524486407462607	5.724587470723463E-17,2.6020852139652106E-17	
78	78.0,0.07715167498104596,0.0,0.0,1.7753397214756608	0.022270514211325417,-0.01428672961119395	2.2551405187698492E-17,1.5612511283791264E-17	
79	79.0,0.07715167498104596,0.0,0.0,1.7753397214756608	0.02969401894843393,-0.019048972814925295	5.204170427930421E-18,5.204170427930421E-18	
80	80.0,0.07715167498104596,0.0,0.0,1.7753397214756608	0.03711752368554244,-0.02381121601865663	5.204170427930421E-18,1.214306433183765E-17	
81	81.0,0.07715167498104596,0.0,0.0,1.7753397214756608	0.04454102842265095,-0.028573459222387975	3.469446951953614E-18,1.5612511283791264E-17	
82	82.0,0.07715167498104596,0.0,0.0,1.7753397214756608	0.05196453315975946,-0.033335702426119315	0.0,1.0408340855860843E-17	
83	83.0,0.07715167498104596,0.0,0.0,1.7753397214756608	0.05938803789686797,-0.03809794562985066	0.0,6.938893903907228E-18	
